,Station,Date,Temp_Max,Temp_Min,Temp_Avg,Temp_Norm_Dev,Temp_Dew_Point,Temp_Wet_Bulb,Heat,Cool,Sunrise,Sunset,CodeSum,Max_Snow_Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
1466,1.0,2010-10-29,50.0,31.0,41.0,-6,27.0,36.0,24.0,0.0,620.0,1650.0, ,0.0,0.0,0.00,29.48,30.24,6.2,24.0,8.9
1467,2.0,2010-10-29,50.0,33.0,42.0,,26.0,36.0,23.0,0.0,,, ,,,0.00,29.55,30.25,5.3,24.0,7.0
1468,1.0,2010-10-30,63.0,42.0,53.0,7.0,32.0,42.0,12.0,0.0,622.0,1649.0, ,0.0,0.0,0.00,29.14,29.88,6.5,25.0,13.3
1469,2.0,2010-10-30,63.0,41.0,52.0,,32.0,42.0,13.0,0.0,,, ,,,0.00,29.21,29.90,6.1,24.0,13.3
1470,1.0,2010-10-31,52.0,36.0,44.0,-2,30.0,38.0,21.0,0.0,623.0,1647.0, ,0.0,0.0,0.00,29.49,30.20,5.8,1.0,6.9
1471,2.0,2010-10-31,52.0,39.0,46.0,,31.0,40.0,19.0,0.0,,, ,,,0.00,29.55,30.20,9.0,3.0,9.9
1472,1.0,2011-05-01,63.0,47.0,55.0,2.0,37.0,47.0,10.0,0.0,448.0,1849.0, ,0.0,0.0,0.00,29.26,29.95,11.4,26.0,11.9
1473,2.0,2011-05-01,64.0,52.0,58.0,,37.0,48.0,7.0,0.0,,, ,,,0.00,29.32,29.94,11.2,26.0,11.6
1474,1.0,2011-05-02,59.0,42.0,51.0,-3,31.0,42.0,14.0,0.0,447.0,1850.0, ,0.0,0.0,0.00,29.46,30.17,5.3,36.0,9.9
1475,2.0,2011-05-02,60.0,43.0,52.0,,31.0,42.0,13.0,0.0,,, ,,,0.00,29.52,30.16,4.6,36.0,9.9
1476,1.0,2011-05-03,50.0,37.0,44.0,-10,31.0,38.0,21.0,0.0,446.0,1851.0,RA,0.0,0.0,,29.50,30.23,6.7,3.0,7.6
1477,2.0,2011-05-03,51.0,38.0,45.0,,30.0,38.0,20.0,0.0,,,DZ,,,,29.56,30.23,8.2,2.0,8.7
1478,1.0,2011-05-04,59.0,37.0,48.0,-6,29.0,40.0,17.0,0.0,444.0,1852.0, ,0.0,0.0,0.00,29.63,30.37,4.6,3.0,7.6
1479,2.0,2011-05-04,57.0,37.0,47.0,,29.0,40.0,18.0,0.0,,, ,,,0.00,29.70,30.37,4.9,3.0,7.3
1480,1.0,2011-05-05,63.0,35.0,49.0,-6,40.0,46.0,16.0,0.0,443.0,1853.0,RA BR,0.0,0.0,0.06,29.33,30.12,10.9,20.0,11.5
1481,2.0,2011-05-05,62.0,41.0,52.0,,39.0,46.0,13.0,0.0,,,RA,,,0.10,29.40,30.13,10.4,19.0,10.9
1482,1.0,2011-05-06,68.0,44.0,56.0,1.0,39.0,48.0,9.0,0.0,442.0,1855.0,RA,0.0,0.0,,29.11,29.87,6.8,28.0,7.8
1483,2.0,2011-05-06,69.0,45.0,57.0,,39.0,49.0,8.0,0.0,,,BR,,,0.00,29.18,29.87,7.9,27.0,9.3
1484,1.0,2011-05-07,60.0,43.0,52.0,-3,44.0,48.0,13.0,0.0,441.0,1856.0, ,0.0,0.0,,29.13,29.85,5.1,5.0,6.9
1485,2.0,2011-05-07,60.0,46.0,53.0,,46.0,50.0,12.0,0.0,,, ,,,,29.18,29.84,5.3,5.0,7.9
1486,1.0,2011-05-08,68.0,39.0,54.0,-2,43.0,49.0,11.0,0.0,439.0,1857.0, ,0.0,0.0,0.00,29.27,29.98,6.6,6.0,7.2
1487,2.0,2011-05-08,68.0,44.0,56.0,,44.0,50.0,9.0,0.0,,, ,,,0.00,29.33,29.97,6.9,6.0,7.8
1488,1.0,2011-05-09,73.0,47.0,60.0,4.0,45.0,53.0,5.0,0.0,438.0,1858.0,RA,0.0,0.0,,29.15,29.89,14.3,11.0,14.7
1489,2.0,2011-05-09,74.0,51.0,63.0,,46.0,55.0,2.0,0.0,,, ,,,,29.21,29.89,15.3,12.0,15.6
1490,1.0,2011-05-10,90.0,62.0,76.0,20.0,61.0,66.0,0.0,11.0,437.0,1859.0, ,0.0,0.0,0.00,29.00,29.72,6.2,14.0,8.6
1491,2.0,2011-05-10,91.0,64.0,78.0,,60.0,66.0,0.0,13.0,,,HZ,,,0.00,29.06,29.71,7.3,17.0,8.6
1492,1.0,2011-05-11,87.0,63.0,75.0,18.0,66.0,68.0,0.0,10.0,436.0,1860.0,TS TSRA BR HZ,0.0,0.0,0.13,29.10,29.80,3.5,14.0,6.6
1493,2.0,2011-05-11,88.0,67.0,78.0,,65.0,69.0,0.0,13.0,,,BR HZ,,,0.28,29.16,29.78,4.4,14.0,6.4
1494,1.0,2011-05-12,86.0,58.0,72.0,15.0,63.0,66.0,0.0,7.0,435.0,1901.0,TS TSRA BR,0.0,0.0,0.29,29.08,29.79,5.6,19.0,8.1
1495,2.0,2011-05-12,87.0,63.0,75.0,,61.0,66.0,0.0,10.0,,,TS BR HZ,,,0.02,29.13,29.78,4.3,19.0,7.4
1496,1.0,2011-05-13,77.0,47.0,62.0,4.0,54.0,56.0,3.0,0.0,434.0,1902.0,RA BR,0.0,0.0,0.02,29.00,29.73,10.1,3.0,11.0
1497,2.0,2011-05-13,77.0,47.0,62.0,,54.0,57.0,3.0,0.0,,, ,,,0.01,29.07,29.71,10.5,1.0,11.5
1498,1.0,2011-05-14,53.0,45.0,49.0,-9,47.0,48.0,16.0,0.0,433.0,1903.0,RA BR,0.0,0.0,0.31,29.01,29.73,16.7,2.0,16.9
1499,2.0,2011-05-14,51.0,46.0,49.0,,46.0,47.0,16.0,0.0,,,RA DZ BR,,,0.43,29.05,29.72,17.0,1.0,17.2
1500,1.0,2011-05-15,46.0,41.0,44.0,-14,36.0,41.0,21.0,0.0,432.0,1904.0,RA BR,0.0,0.0,0.31,29.15,29.86,21.4,2.0,21.4
1501,2.0,2011-05-15,48.0,42.0,45.0,,38.0,42.0,20.0,0.0,,,RA BR,,,0.37,29.19,29.84,18.8,1.0,18.9
1502,1.0,2011-05-16,52.0,37.0,45.0,-14,30.0,40.0,20.0,0.0,431.0,1905.0, ,0.0,0.0,0.00,29.28,30.01,13.5,2.0,13.9
1503,2.0,2011-05-16,53.0,40.0,47.0,,31.0,40.0,18.0,0.0,,, ,,,0.00,29.34,30.01,13.9,1.0,14.1
1504,1.0,2011-05-17,60.0,40.0,50.0,-9,33.0,43.0,15.0,0.0,430.0,1906.0, ,0.0,0.0,0.00,29.21,29.96,12.2,3.0,12.7
1505,2.0,2011-05-17,60.0,40.0,50.0,,35.0,44.0,15.0,0.0,,, ,,,0.00,29.27,29.95,13.1,2.0,13.6
1506,1.0,2011-05-18,57.0,49.0,53.0,-7,48.0,49.0,12.0,0.0,429.0,1907.0,RA DZ BR,0.0,0.0,0.07,29.16,29.89,6.2,2.0,7.1
1507,2.0,2011-05-18,61.0,50.0,56.0,,49.0,51.0,9.0,0.0,,,RA BR HZ,,,0.03,29.21,29.88,6.6,1.0,7.0
1508,1.0,2011-05-19,72.0,49.0,61.0,1.0,53.0,56.0,4.0,0.0,428.0,1908.0,BR HZ,0.0,0.0,0.00,29.29,30.00,3.6,2.0,5.8
1509,2.0,2011-05-19,73.0,50.0,62.0,,53.0,55.0,3.0,0.0,,,BR HZ VCFG,,,0.00,29.36,30.00,3.0,2.0,5.0
1510,1.0,2011-05-20,73.0,50.0,62.0,1.0,54.0,57.0,3.0,0.0,427.0,1909.0,BR,0.0,0.0,0.00,29.30,30.03,5.5,6.0,6.0
1511,2.0,2011-05-20,72.0,50.0,61.0,,53.0,56.0,4.0,0.0,,,BR,,,0.00,29.36,30.03,5.4,7.0,6.2
1512,1.0,2011-05-21,75.0,50.0,63.0,2.0,59.0,62.0,2.0,0.0,426.0,1910.0,BR,0.0,0.0,0.01,29.13,29.87,7.0,15.0,8.1
1513,2.0,2011-05-21,76.0,51.0,64.0,,59.0,62.0,1.0,0.0,,,HZ,,,,29.20,29.87,8.1,15.0,9.0
1514,1.0,2011-05-22,87.0,61.0,74.0,13.0,60.0,64.0,0.0,9.0,425.0,1911.0,TSRA RA BR,0.0,,0.58,28.95,29.70,10.3,19.0,11.4
1515,2.0,2011-05-22,88.0,65.0,77.0,,59.0,65.0,0.0,12.0,,,TSRA,,,0.12,29.02,29.69,11.2,18.0,11.6
1516,1.0,2011-05-23,79.0,60.0,70.0,9.0,59.0,64.0,0.0,5.0,425.0,1912.0, ,0.0,0.0,,28.92,29.62,10.0,25.0,11.3
1517,2.0,2011-05-23,80.0,65.0,73.0,,59.0,64.0,0.0,8.0,,, ,,,,28.98,29.61,11.3,24.0,12.5
1518,1.0,2011-05-24,66.0,47.0,57.0,-5,47.0,51.0,8.0,0.0,424.0,1913.0, ,0.0,0.0,0.11,29.15,29.86,12.0,4.0,12.4
1519,2.0,2011-05-24,69.0,48.0,59.0,,47.0,53.0,6.0,0.0,,, ,,,0.01,29.21,29.84,11.1,3.0,11.5
1520,1.0,2011-05-25,67.0,47.0,57.0,-5,52.0,53.0,8.0,0.0,423.0,1914.0,TSRA RA BR,0.0,0.0,2.24,28.92,29.67,10.7,3.0,11.7
1521,2.0,2011-05-25,75.0,49.0,62.0,,53.0,55.0,3.0,0.0,,,TSRA RA BR,,,1.90,28.97,29.65,7.8,3.0,10.1
1522,1.0,2011-05-26,49.0,43.0,46.0,-16,40.0,43.0,19.0,0.0,422.0,1915.0,RA BR,0.0,0.0,1.06,29.15,29.84,17.7,2.0,17.8
1523,2.0,2011-05-26,50.0,43.0,47.0,,40.0,43.0,18.0,0.0,,,RA BR,,,0.61,29.19,29.83,18.8,1.0,18.9
1524,1.0,2011-05-27,58.0,40.0,49.0,-13,41.0,46.0,16.0,0.0,422.0,1916.0,RA,0.0,0.0,,29.21,29.93,7.3,5.0,8.7
1525,2.0,2011-05-27,58.0,42.0,50.0,,41.0,46.0,15.0,0.0,,,RA,,,0.01,29.27,29.94,6.6,4.0,8.0
1526,1.0,2011-05-28,62.0,51.0,57.0,-6,55.0,55.0,8.0,0.0,421.0,1916.0,RA BR,0.0,0.0,0.12,29.10,29.83,6.0,18.0,6.7
1527,2.0,2011-05-28,64.0,52.0,58.0,,55.0,57.0,7.0,0.0,,,TSRA RA DZ BR HZ,,,0.23,29.16,29.83,4.4,18.0,5.8
1528,1.0,2011-05-29,70.0,52.0,61.0,-3,59.0,60.0,4.0,0.0,421.0,1917.0,TS RA FG+ FG BR,0.0,0.0,1.88,29.16,29.86,3.6,11.0,5.7
1529,2.0,2011-05-29,72.0,57.0,65.0,,60.0,61.0,0.0,0.0,,,TSRA RA FG+ BR,,,0.92,29.23,29.86,3.6,11.0,6.6
1530,1.0,2011-05-30,88.0,56.0,72.0,8.0,65.0,69.0,0.0,7.0,420.0,1918.0, ,0.0,0.0,0.00,29.26,29.97,12.4,20.0,12.8
1531,2.0,2011-05-30,90.0,65.0,78.0,,65.0,70.0,0.0,13.0,,, ,,,0.00,29.33,29.96,11.2,19.0,11.6
1532,1.0,2011-05-31,85.0,69.0,77.0,13.0,64.0,68.0,0.0,12.0,420.0,1919.0,TS,0.0,0.0,0.08,29.34,30.04,12.4,22.0,13.2
1533,2.0,2011-05-31,88.0,69.0,79.0,,65.0,70.0,0.0,14.0,,,RA,,,,29.41,30.02,12.4,22.0,13.2
1534,1.0,2011-06-01,81.0,59.0,70.0,6.0,49.0,59.0,0.0,5.0,419.0,1920.0, ,0.0,0.0,0.00,29.44,30.17,10.7,27.0,10.5
1535,2.0,2011-06-01,82.0,63.0,73.0,,49.0,59.0,0.0,8.0,,, ,,,0.00,29.51,30.15,11.5,26.0,11.5
1536,1.0,2011-06-02,69.0,56.0,63.0,-1,44.0,53.0,2.0,0.0,419.0,1920.0,RA,0.0,0.0,0.02,29.45,30.19,9.0,6.0,9.4
1537,2.0,2011-06-02,69.0,57.0,63.0,,45.0,53.0,2.0,0.0,,,RA,,,,29.51,30.18,8.9,6.0,9.6
1538,1.0,2011-06-03,87.0,55.0,71.0,7.0,62.0,67.0,0.0,6.0,418.0,1921.0, ,0.0,0.0,0.01,29.31,30.04,10.8,17.0,11.5
1539,2.0,2011-06-03,88.0,57.0,73.0,,61.0,67.0,0.0,8.0,,,RA,,,0.18,29.37,30.03,10.0,16.0,10.6
1540,1.0,2011-06-04,92.0,64.0,78.0,14.0,64.0,68.0,0.0,13.0,418.0,1922.0,TSRA,0.0,0.0,0.18,29.31,30.02,1.4,26.0,8.5
1541,2.0,2011-06-04,91.0,67.0,79.0,,64.0,69.0,0.0,14.0,,, ,,,0.50,29.38,30.00,3.0,26.0,8.1
1542,1.0,2011-06-05,85.0,60.0,73.0,8.0,55.0,62.0,0.0,8.0,417.0,1923.0, ,0.0,0.0,,29.36,30.08,3.1,7.0,5.4
1543,2.0,2011-06-05,84.0,63.0,74.0,,55.0,62.0,0.0,9.0,,, ,,,0.01,29.41,30.06,2.7,8.0,5.0
1544,1.0,2011-06-06,93.0,60.0,77.0,11.0,64.0,69.0,0.0,12.0,417.0,1923.0, ,0.0,0.0,0.00,29.15,29.89,8.5,20.0,9.7
1545,2.0,2011-06-06,94.0,62.0,78.0,,63.0,69.0,0.0,13.0,,, ,,,0.00,29.22,29.88,7.8,20.0,8.6
1546,1.0,2011-06-07,96.0,75.0,86.0,20.0,65.0,72.0,0.0,21.0,417.0,1924.0, ,0.0,0.0,0.00,29.11,29.82,10.3,23.0,10.6
1547,2.0,2011-06-07,96.0,77.0,87.0,,64.0,72.0,0.0,22.0,,, ,,,0.00,29.18,29.80,9.7,23.0,10.1
1548,1.0,2011-06-08,95.0,66.0,81.0,15.0,64.0,71.0,0.0,16.0,417.0,1925.0,TSRA,0.0,0.0,0.17,29.13,29.81,11.6,24.0,13.4
1549,2.0,2011-06-08,96.0,67.0,82.0,,63.0,71.0,0.0,17.0,,,TSRA BR,,,0.69,29.20,29.80,9.3,23.0,12.1
1550,1.0,2011-06-09,69.0,50.0,60.0,-6,52.0,55.0,5.0,0.0,416.0,1925.0,TSRA RA BR,0.0,,0.93,29.28,30.00,8.0,4.0,12.5
1551,2.0,2011-06-09,69.0,52.0,61.0,,54.0,56.0,4.0,0.0,,,TSRA BR,,,2.17,29.34,29.98,7.0,4.0,12.0
1552,1.0,2011-06-10,69.0,51.0,60.0,-7,56.0,57.0,5.0,0.0,416.0,1926.0,RA BR HZ,0.0,0.0,0.52,29.21,29.94,6.4,3.0,8.0
1553,2.0,2011-06-10,71.0,51.0,61.0,,56.0,58.0,4.0,0.0,,,TS TSRA BR HZ,,,0.44,29.26,29.92,6.1,1.0,7.5
1554,1.0,2011-06-11,62.0,52.0,57.0,-10,54.0,55.0,8.0,0.0,416.0,1926.0,RA DZ FG+ FG BR,0.0,0.0,0.03,29.24,29.95,4.7,5.0,5.7
1555,2.0,2011-06-11,65.0,53.0,59.0,,54.0,56.0,6.0,0.0,,,TSRA RA DZ BR,,,0.10,29.29,29.94,5.4,2.0,5.8
1556,1.0,2011-06-12,64.0,50.0,57.0,-11,45.0,52.0,8.0,0.0,416.0,1927.0,BR,0.0,0.0,0.00,29.38,30.10,8.3,3.0,8.9
1557,2.0,2011-06-12,64.0,51.0,58.0,,45.0,52.0,7.0,0.0,,, ,,,0.00,29.44,30.09,9.4,2.0,9.9
1558,1.0,2011-06-13,72.0,54.0,63.0,-5,43.0,53.0,2.0,0.0,416.0,1927.0, ,0.0,0.0,0.00,29.39,30.11,7.5,6.0,7.8
1559,2.0,2011-06-13,71.0,56.0,64.0,,43.0,53.0,1.0,0.0,,, ,,,0.00,29.44,30.11,8.0,6.0,8.7
1560,1.0,2011-06-14,77.0,53.0,65.0,-3,49.0,56.0,0.0,0.0,416.0,1928.0, ,0.0,0.0,0.00,29.25,30.01,7.8,9.0,8.6
1561,2.0,2011-06-14,77.0,58.0,68.0,,49.0,57.0,0.0,3.0,,, ,,,0.00,29.31,30.00,7.8,9.0,8.3
1562,1.0,2011-06-15,71.0,57.0,64.0,-4,59.0,61.0,1.0,0.0,416.0,1928.0,TSRA RA BR,0.0,0.0,0.80,29.00,29.73,9.2,15.0,11.2
1563,2.0,2011-06-15,72.0,57.0,65.0,,59.0,62.0,0.0,0.0,,,TSRA RA BR,,,0.84,29.07,29.73,8.4,16.0,11.2
1564,1.0,2011-06-16,81.0,61.0,71.0,2.0,59.0,63.0,0.0,6.0,416.0,1929.0,RA BR,0.0,0.0,0.04,29.05,29.76,5.5,29.0,7.5
1565,2.0,2011-06-16,81.0,62.0,72.0,,59.0,63.0,0.0,7.0,,,RA BR,,,0.03,29.12,29.75,6.6,26.0,9.1
1566,1.0,2011-06-17,82.0,60.0,71.0,2.0,60.0,64.0,0.0,6.0,416.0,1929.0, ,0.0,0.0,0.00,29.13,29.83,5.8,6.0,6.6
1567,2.0,2011-06-17,82.0,64.0,73.0,,60.0,65.0,0.0,8.0,,, ,,,0.00,29.18,29.81,5.3,7.0,6.2
1568,1.0,2011-06-18,84.0,61.0,73.0,3.0,62.0,65.0,0.0,8.0,416.0,1929.0, ,0.0,0.0,0.00,29.10,29.82,4.6,6.0,6.4
1569,2.0,2011-06-18,83.0,63.0,73.0,,62.0,66.0,0.0,8.0,,, ,,,0.00,29.16,29.80,4.5,8.0,6.4
1570,1.0,2011-06-19,81.0,63.0,72.0,2.0,65.0,68.0,0.0,7.0,416.0,1930.0, ,0.0,0.0,0.00,29.03,29.75,4.1,11.0,5.2
1571,2.0,2011-06-19,83.0,65.0,74.0,,65.0,69.0,0.0,9.0,,,BR,,,0.00,29.08,29.73,3.7,14.0,4.9
1572,1.0,2011-06-20,79.0,65.0,72.0,2.0,67.0,69.0,0.0,7.0,416.0,1930.0,TSRA RA BR,0.0,0.0,0.18,29.01,29.72,6.2,16.0,8.1
1573,2.0,2011-06-20,80.0,69.0,75.0,,67.0,69.0,0.0,10.0,,,TSRA BR,,,1.23,29.07,29.70,8.0,16.0,9.5
1574,1.0,2011-06-21,89.0,66.0,78.0,8.0,70.0,72.0,0.0,13.0,416.0,1930.0,RA BR SQ,0.0,0.0,0.45,28.92,29.64,11.5,18.0,12.1
1575,2.0,2011-06-21,89.0,69.0,79.0,,70.0,73.0,0.0,14.0,,,TSRA RA BR,,,0.08,28.98,29.63,11.0,18.0,11.8
1576,1.0,2011-06-22,73.0,64.0,69.0,-1,63.0,65.0,0.0,4.0,417.0,1931.0,RA,0.0,0.0,0.02,28.89,29.59,12.6,21.0,13.4
1577,2.0,2011-06-22,75.0,66.0,71.0,,62.0,65.0,0.0,6.0,,, ,,,0.02,28.95,29.59,12.9,21.0,13.4
1578,1.0,2011-06-23,71.0,62.0,67.0,-3,59.0,62.0,0.0,2.0,417.0,1931.0,RA BR,0.0,0.0,0.01,28.90,29.60,11.4,26.0,12.7
1579,2.0,2011-06-23,72.0,63.0,68.0,,60.0,63.0,0.0,3.0,,,RA BR,,,0.05,28.96,29.60,12.6,26.0,13.5
1580,1.0,2011-06-24,68.0,60.0,64.0,-7,56.0,59.0,1.0,0.0,417.0,1931.0, ,0.0,0.0,0.00,29.08,29.76,9.4,29.0,9.6
1581,2.0,2011-06-24,68.0,60.0,64.0,,55.0,59.0,1.0,0.0,,, ,,,0.00,29.13,29.76,8.5,29.0,8.7
1582,1.0,2011-06-25,79.0,58.0,69.0,-2,53.0,60.0,0.0,4.0,417.0,1931.0, ,0.0,0.0,0.00,29.21,29.92,2.5,10.0,4.6
1583,2.0,2011-06-25,78.0,61.0,70.0,,52.0,60.0,0.0,5.0,,,RA,,,,29.28,29.91,3.9,9.0,5.8
1584,1.0,2011-06-26,81.0,57.0,69.0,-2,53.0,60.0,0.0,4.0,418.0,1931.0, ,0.0,0.0,0.00,29.23,29.94,5.8,9.0,6.9
1585,2.0,2011-06-26,80.0,64.0,72.0,,53.0,61.0,0.0,7.0,,, ,,,0.00,29.28,29.93,6.5,9.0,7.0
1586,1.0,2011-06-27,81.0,65.0,73.0,2.0,63.0,67.0,0.0,8.0,418.0,1931.0,RA HZ,0.0,0.0,0.03,29.08,29.80,6.9,21.0,10.8
1587,2.0,2011-06-27,80.0,67.0,74.0,,64.0,67.0,0.0,9.0,,,RA BR,,,0.14,29.15,29.79,6.4,21.0,9.2
1588,1.0,2011-06-28,81.0,63.0,72.0,1.0,54.0,61.0,0.0,7.0,419.0,1931.0, ,0.0,0.0,0.00,29.28,29.98,9.1,30.0,9.6
1589,2.0,2011-06-28,81.0,65.0,73.0,,53.0,61.0,0.0,8.0,,, ,,,0.00,29.34,29.97,7.2,30.0,8.6
1590,1.0,2011-06-29,81.0,59.0,70.0,-1,56.0,62.0,0.0,5.0,419.0,1931.0, ,0.0,0.0,0.00,29.35,30.06,3.7,8.0,5.4
1591,2.0,2011-06-29,80.0,63.0,72.0,,55.0,62.0,0.0,7.0,,, ,,,0.00,29.41,30.04,3.9,8.0,5.9
1592,1.0,2011-06-30,88.0,60.0,74.0,2.0,62.0,67.0,0.0,9.0,419.0,1931.0, ,0.0,0.0,,29.28,30.00,8.2,17.0,9.4
1593,2.0,2011-06-30,89.0,66.0,78.0,,61.0,67.0,0.0,13.0,,,TS TSRA RA VCTS,,,0.03,29.34,29.99,9.2,16.0,10.6
1594,1.0,2011-07-01,89.0,72.0,81.0,9.0,62.0,68.0,0.0,16.0,420.0,1931.0, ,0.0,0.0,0.00,29.24,29.96,14.3,18.0,14.9
1595,2.0,2011-07-01,89.0,70.0,80.0,,63.0,68.0,0.0,15.0,,,TS RA,,,0.01,29.31,29.95,10.4,18.0,10.8
1596,1.0,2011-07-02,94.0,71.0,83.0,11.0,70.0,74.0,0.0,18.0,420.0,1931.0,BR,0.0,0.0,0.00,29.25,29.95,3.9,24.0,8.3
1597,2.0,2011-07-02,93.0,73.0,83.0,,71.0,74.0,0.0,18.0,,,BR,,,0.00,29.31,29.94,3.1,23.0,7.5
1598,1.0,2011-07-03,84.0,69.0,77.0,5.0,57.0,65.0,0.0,12.0,421.0,1931.0, ,0.0,0.0,0.00,29.28,29.98,4.7,2.0,5.9
1599,2.0,2011-07-03,86.0,70.0,78.0,,58.0,65.0,0.0,13.0,,, ,,,0.00,29.33,29.96,4.4,3.0,6.1
1600,1.0,2011-07-04,89.0,65.0,77.0,5.0,55.0,64.0,0.0,12.0,422.0,1930.0, ,0.0,0.0,0.00,29.26,29.97,2.9,5.0,4.3
1601,2.0,2011-07-04,88.0,68.0,78.0,,53.0,63.0,0.0,13.0,,,FU,,,0.00,29.32,29.95,3.3,7.0,4.5
1602,1.0,2011-07-05,91.0,68.0,80.0,8.0,60.0,68.0,0.0,15.0,422.0,1930.0, ,0.0,0.0,0.00,29.25,29.96,5.2,28.0,6.2
1603,2.0,2011-07-05,92.0,67.0,80.0,,59.0,68.0,0.0,15.0,,, ,,,0.00,29.31,29.94,4.9,26.0,5.6
1604,1.0,2011-07-06,86.0,70.0,78.0,6.0,61.0,67.0,0.0,13.0,423.0,1930.0, ,0.0,0.0,,29.27,29.97,5.7,4.0,7.5
1605,2.0,2011-07-06,87.0,71.0,79.0,,60.0,67.0,0.0,14.0,,, ,,,0.00,29.33,29.95,5.9,4.0,7.3
1606,1.0,2011-07-07,82.0,63.0,73.0,1.0,53.0,62.0,0.0,8.0,423.0,1930.0,RA,0.0,0.0,,29.22,29.95,5.1,7.0,6.2
1607,2.0,2011-07-07,81.0,66.0,74.0,,55.0,63.0,0.0,9.0,,,RA,,,0.07,29.28,29.93,5.7,7.0,7.1
1608,1.0,2011-07-08,86.0,61.0,74.0,1.0,51.0,62.0,0.0,9.0,424.0,1929.0, ,0.0,0.0,0.00,29.17,29.88,5.1,6.0,6.0
1609,2.0,2011-07-08,86.0,65.0,76.0,,52.0,63.0,0.0,11.0,,, ,,,0.00,29.22,29.86,5.2,4.0,6.5
1610,1.0,2011-07-09,91.0,61.0,76.0,3.0,58.0,66.0,0.0,11.0,425.0,1929.0, ,0.0,0.0,0.00,29.21,29.92,5.2,19.0,5.9
1611,2.0,2011-07-09,90.0,67.0,79.0,,60.0,68.0,0.0,14.0,,, ,,,0.00,29.27,29.90,5.4,18.0,6.5
1612,1.0,2011-07-10,91.0,74.0,83.0,10.0,68.0,72.0,0.0,18.0,425.0,1929.0,HZ,0.0,0.0,,29.18,29.89,9.3,19.0,9.7
1613,2.0,2011-07-10,91.0,75.0,83.0,,67.0,72.0,0.0,18.0,,,HZ,,,,29.23,29.87,7.8,19.0,8.1
1614,1.0,2011-07-11,88.0,71.0,80.0,7.0,71.0,74.0,0.0,15.0,426.0,1928.0,HZ,0.0,0.0,0.39,29.12,29.82,5.5,25.0,8.5
1615,2.0,2011-07-11,90.0,70.0,80.0,,70.0,74.0,0.0,15.0,,,TSRA BR,,,0.13,29.18,29.81,5.3,24.0,8.0
1616,1.0,2011-07-12,87.0,70.0,79.0,6.0,63.0,69.0,0.0,14.0,427.0,1928.0,RA,0.0,0.0,0.01,29.25,29.94,5.6,2.0,7.7
1617,2.0,2011-07-12,88.0,71.0,80.0,,64.0,69.0,0.0,15.0,,,RA,,,0.01,29.31,29.92,4.5,4.0,7.0
1618,1.0,2011-07-13,74.0,63.0,69.0,-4,57.0,62.0,0.0,4.0,428.0,1927.0, ,0.0,0.0,0.00,29.35,30.06,10.5,4.0,10.9
1619,2.0,2011-07-13,74.0,66.0,70.0,,57.0,63.0,0.0,5.0,,, ,,,0.00,29.40,30.04,11.6,4.0,12.2
1620,1.0,2011-07-14,82.0,59.0,71.0,-2,56.0,63.0,0.0,6.0,428.0,1927.0, ,0.0,0.0,0.00,29.30,30.02,6.5,10.0,8.0
1621,2.0,2011-07-14,82.0,65.0,74.0,,56.0,63.0,0.0,9.0,,, ,,,0.00,29.35,30.00,7.3,9.0,8.7
1622,1.0,2011-07-15,87.0,70.0,79.0,5.0,60.0,66.0,0.0,14.0,429.0,1926.0, ,0.0,0.0,,29.27,29.98,5.4,9.0,6.7
1623,2.0,2011-07-15,86.0,71.0,79.0,,60.0,67.0,0.0,14.0,,, ,,,0.00,29.33,29.96,6.2,10.0,6.8
1624,1.0,2011-07-16,89.0,71.0,80.0,6.0,61.0,68.0,0.0,15.0,430.0,1925.0,RA,0.0,0.0,,29.32,30.02,3.4,19.0,4.3
1625,2.0,2011-07-16,90.0,74.0,82.0,,60.0,68.0,0.0,17.0,,, ,,,0.00,29.38,30.00,2.5,19.0,2.7
1626,1.0,2011-07-17,95.0,69.0,82.0,8.0,69.0,74.0,0.0,17.0,431.0,1925.0, ,0.0,0.0,0.00,29.35,30.06,6.2,22.0,6.4
1627,2.0,2011-07-17,95.0,74.0,85.0,,69.0,74.0,0.0,20.0,,, ,,,0.00,29.41,30.04,6.8,23.0,7.2
1628,1.0,2011-07-18,92.0,80.0,86.0,12.0,75.0,78.0,0.0,21.0,432.0,1924.0,RA HZ,0.0,0.0,0.01,29.23,29.96,10.6,25.0,10.8
1629,2.0,2011-07-18,93.0,81.0,87.0,,74.0,77.0,0.0,22.0,,,HZ,,,,29.29,29.94,11.2,24.0,11.7
1630,1.0,2011-07-19,93.0,78.0,86.0,12.0,72.0,76.0,0.0,21.0,433.0,1923.0, ,0.0,0.0,0.00,29.17,29.89,4.5,7.0,6.2
1631,2.0,2011-07-19,92.0,79.0,86.0,,73.0,77.0,0.0,21.0,,,BR,,,0.00,29.23,29.86,3.2,6.0,6.6
1632,1.0,2011-07-20,99.0,73.0,86.0,12.0,73.0,77.0,0.0,21.0,433.0,1923.0,BR HZ,0.0,0.0,0.02,29.08,29.80,9.0,23.0,10.7
1633,2.0,2011-07-20,100.0,77.0,89.0,,73.0,77.0,0.0,24.0,,,TS,,,0.00,29.15,29.78,7.6,23.0,9.9
